ISO_code,start_year,start_month,End_intended,Start_intended,measure,Instrument_subtype,name,policy_changed,policy_changed_detail,Actors,Technology_type,Technology_requirement,Technology_type_multiple,multiple_condition_attributes,Condition_minimum_1,Condition_maximum_1,Condition_unit_1,Condition_notes_1,level_1,instrument_level1_unit,Condition_minimum_2,Condition_maximum_2,Condition_unit_2,Condition_notes_2,level_2,level_2_unit,Condition_minimum_3,Condition_maximum_3,Condition_unit_3,Condition_notes_3,level_3,level_3_unit,cap_possible,cap,cap_unit,cap_unit_notes,tender_amount_tendered,tender_amount_contracted,tender_unit,Government_budget,Government_budget_currency,loan_interest_rate,notes,source,IEA_name,CPDB_code,publication_year,publication_month
FRA,2022,,,,grant,installation grant,Plan de soutien à la filière automobile,no,,,Charging infrastructure,,,group,,,,,75,% connection cost,,,,,,,,,,,,,,,,,,,,100000000,eur,,"75% of the cost of connecting charging stations to the network is covered by the TURPE tariff until December 31 2021. The 100 million is financed by ADVENIR, which has been extended and endowed to deploy  an additional 45,000 charging points in towns and cities",https://www.economie.gouv.fr/files/files/directions_services/covid19-soutien-entreprises/DP-Plan_soutien_automobile26052020.pdf,,,2020,May
FRA,2023,,,,grant,installation grant,Plan de soutien à la filière automobile,yes,Ended,,Charging infrastructure,,,group,,,,,75,% connection cost,,,,,,,,,,,,,,,,,,,,100000000,eur,,"75% of the cost of connecting charging stations to the network is covered by the TURPE tariff until December 31 2021. The 100 million is financed by ADVENIR, which has been extended and endowed to deploy  an additional 45,000 charging points in towns and cities",https://www.economie.gouv.fr/files/files/directions_services/covid19-soutien-entreprises/DP-Plan_soutien_automobile26052020.pdf,,,,
FRA,2017,January,,,grant,purchase grant,Ecological bonus - décret n°2016-1980 du 30 décembre 2016,yes,Introduced,,Hybrid vehicles,all except diesel,,,0,20,gCO2/km,,27,% vehicle cost,,,,,,,,,,,,,yes,6000,EUR,,,,,,,,"ecological bonus announced in 2016, comes into effect in 2017",https://www.formulaires.service-public.gouv.fr/gf/getNotice.do?cerfaNotice=51236&cerfaFormulaire=13621,,,,
FRA,2018,,,,grant,purchase grant,Ecological bonus,yes,conditions changed to weight,,All vehicles,3500 kg vehicle weight or under,,,0,20,gCO2/km,,27,% vehicle cost,,,,,,,,,,,,,yes,6000,EUR,,,,,,,,,https://www.primealaconversion.gouv.fr/dboneco/accueil/media/documents/baremes-pac-2018.pdf,,,,
FRA,2019,,,,grant,purchase grant,Ecological bonus,yes,conditions changed,,All vehicles,3500 - 4500 kg vehicle weight,,,0,20,gCO2/km,,27,% vehicle cost,,,,,,,,,,,,,yes,4000,EUR,,,,,,,,,https://www.primealaconversion.gouv.fr/dboneco/accueil/media/documents/baremes-pac-2018.pdf,,,2017,
FRA,2019,,,,grant,purchase grant,Ecological bonus,no,,,All vehicles,3500 kg vehicle weight or under,,,0,20,gCO2/km,,27,% vehicle cost,,,,,,,,,,,,,yes,6000,EUR,,,,,,,,,https://www.primealaconversion.gouv.fr/dboneco/accueil/media/documents/baremes-pac-2018.pdf,,,2017,
FRA,2017,January,,,grant,purchase grant,Ecological bonus - décret n°2016-1980 du 30 décembre 2016,yes,Introduced,,All vehicles,all except diesel,,,0,60,gCO2/km,,1000,EUR,,,,,,,,,,,,,yes,6000,EUR,,,,,,,,"ecological bonus announced in 2016, comes into effect in 2017",https://www.formulaires.service-public.gouv.fr/gf/getNotice.do?cerfaNotice=51236&cerfaFormulaire=13621,,,2017,
FRA,2020,June,,,grant,purchase grant,Ecological bonus - Plan de soutien à la filière automobile,no,,,Plug-in hybrid vehicles,,,all,,50000,eur,vehicle cost,2000,EUR,50,,km,,,,,,,,,,,,,,,,,,EUR,,Total state funding for 2020 is 535 million EUR - for all purchase instruments in this policy document. No details about how the budget is split between actors or technology types.,https://www.economie.gouv.fr/files/files/directions_services/covid19-soutien-entreprises/DP-Plan_soutien_automobile26052020.pdf,,,2017,
FRA,2020,June,,,grant,purchase grant,Ecological bonus - Plan de soutien à la filière automobile,no,,,Plug-in hybrid vehicles,,,all,,50000,eur,vehicle cost,2000,EUR,50,,km,,,,,,,,,,,,,,,,,,EUR,,Total state funding for 2020 is 535 million EUR - for all purchase instruments in this policy document. No details about how the budget is split between actors or technology types.,https://www.economie.gouv.fr/files/files/directions_services/covid19-soutien-entreprises/DP-Plan_soutien_automobile26052020.pdf,,,2017,
FRA,2020,December,,,grant,purchase grant,Ecological bonus - Plan de soutien à la filière automobile,yes,Level of support changed,corporations,Electric vehicles,,,group,,45000,eur,vehicle cost,5000,EUR,,,,,,,,,,,,,,,,,,,,,EUR,,Total state funding for 2020 is 535 million EUR - for all purchase instruments in this policy document. No details about how the budget is split between actors or technology types.,https://www.economie.gouv.fr/files/files/directions_services/covid19-soutien-entreprises/DP-Plan_soutien_automobile26052020.pdf,,,2017,
FRA,2020,December,,,grant,purchase grant,Ecological bonus - Plan de soutien à la filière automobile,yes,Level of support changed,individuals,Electric vehicles,,,group,,45000,eur,vehicle cost,7000,EUR,,,,,,,,,,,,,,,,,,,,,EUR,,Total state funding for 2020 is 535 million EUR - for all purchase instruments in this policy document. No details about how the budget is split between actors or technology types.,https://www.economie.gouv.fr/files/files/directions_services/covid19-soutien-entreprises/DP-Plan_soutien_automobile26052020.pdf,,,2017,
FRA,2024,January,,,grant,purchase grant,Ecological bonus,yes,environmental conditions introduced,individuals,Electric vehicles,,,group,,47000,eur,vehicle cost,4000,EUR,,2400,kg,maximum vehicle weight,,,,,,,,,,,,,,,,,,,"the environmental score evaluates production materials, battery charge, assembly etc. The score list is available on the government's website; you must keep the vehicle for at least one year and drive at least 6,000 km before selling it, otherwise the bonus needs to be paid back",https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000048567223; https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000023983208/LEGISCTA000031748201/#LEGISCTA000034064145; https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000023983208/LEGISCTA000031748201/2024-12-01/,,,,
FRA,2024,,,,grant,purchase grant,Ecological bonus,yes,Ended,corporations,Electric vehicles,,,group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000048567223; https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000023983208/LEGISCTA000031748201/#LEGISCTA000034064145; https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000023983208/LEGISCTA000031748201/2024-12-01/,,,2016,
FRA,2018,,,,grant,purchase grant,Ecological bonus,yes,conditions changed to weight,,All vehicles,3500 - 4500 kg vehicle weight,,,0,20,gCO2/km,,0,EUR,,,,,,,,,,,,,,,,,,,,,,,,https://www.primealaconversion.gouv.fr/dboneco/accueil/media/documents/baremes-pac-2018.pdf,,,2017,
FRA,2025,July,,,grant,purchase grant,Ecological bonus,yes,Ended,individuals,Electric vehicles,,,group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://clean-energy-islands.ec.europa.eu/countries/france/legal/transport-support/subsidy-bonus-ecologique; https://www.service-public.gouv.fr/particuliers/actualites/A18385?lang=en,,,,
FRA,2021,,,,grant,purchase grant,Ecological bonus,yes,Level of support changed,corporations,Electric vehicles,,,group,,45000,eur,vehicle cost,4000,EUR,,,,,,,,,,,,,,,,,,,,,,,,https://www.primealaconversion.gouv.fr/dboneco/accueil/media/documents/BAREMES_BONUS_PAC_26juillet_V5_RGA.pdf ,,,2024,
FRA,2021,,,,grant,purchase grant,Ecological bonus,yes,Level of support changed,individuals,Electric vehicles,,,group,,45000,eur,vehicle cost,6000,EUR,,,,,,,,,,,,,,,,,,,,,,,,https://www.primealaconversion.gouv.fr/dboneco/accueil/media/documents/BAREMES_BONUS_PAC_26juillet_V5_RGA.pdf ,,,,
FRA,2022,,,,grant,purchase grant,Ecological bonus,yes,conditions changed,corporations,Electric vehicles,,,group,,47000,eur,vehicle cost,4000,EUR,,,,,,,,,,,,,,,,,,,,,,,,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000048567223; https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000023983208/LEGISCTA000031748201/#LEGISCTA000034064145; https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000023983208/LEGISCTA000031748201/2024-12-01/,,,2020,August
FRA,2022,,,,grant,purchase grant,Ecological bonus,yes,conditions changed,individuals,Electric vehicles,,,group,,47000,eur,vehicle cost,6000,EUR,,,,,,,,,,,,,,,,,,,,,,,,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000048567223; https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000023983208/LEGISCTA000031748201/#LEGISCTA000034064145; https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000023983208/LEGISCTA000031748201/2024-12-01/,,,2020,August
FRA,2023,,,,grant,purchase grant,Ecological bonus,yes,Level of support changed,corporations,Electric vehicles,,,group,,47000,eur,vehicle cost,3000,EUR,,,,,,,,,,,,,,,,,,,,,,,,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000048567223; https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000023983208/LEGISCTA000031748201/#LEGISCTA000034064145; https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000023983208/LEGISCTA000031748201/2024-12-01/,,,2024,June
FRA,2023,,,,grant,purchase grant,Ecological bonus,yes,Level of support changed,individuals,Electric vehicles,,,group,,47000,eur,vehicle cost,5000,EUR,,,,,,,,,,,,,,,,,,,,,,,,https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000048567223; https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000023983208/LEGISCTA000031748201/#LEGISCTA000034064145; https://www.legifrance.gouv.fr/codes/section_lc/LEGITEXT000023983208/LEGISCTA000031748201/2024-12-01/,,,2024,June
GRC,2023,,,,grant,purchase grant,Kinoumai Ilektrikia 2,yes,"Re-introduced, amount of support and government budget allocated to the scheme adjusted",companies,Electric vehicles,,,group,0,20,cars,,30,% vehicle cost,21,,cars,,20,% vehicle cost,,,,,,,yes,8000,EUR,,,,,35000000,eur,,The 30 % purchase subsidy is applicable to the purchase of the first 20 cars of a private company. Maximum amount of support for the purchase of up to 20 cars is 8000 euros per car. The 20% purchase subsidy is applicable to the purchase of any car on top of the 20th. Maximum amount of support for the purchase of any car on top of the 20th is 6000 euros per car.,https://kinoumeilektrika2.gov.gr/files/Tropopoihsh-FEK-2023-%CE%9A%CE%A5%CE%91.pdf?download=false,,6700_23,2020,August
GRC,2024,,,,grant,purchase grant,Kinoumai Ilektrikia 3,yes,Amount of cap and government budget allocated to the scheme adjusted,companies,Electric vehicles,,,group,0,20,cars,,30,% vehicle cost,21,,cars,,20,% vehicle cost,,,,,,,yes,6000,EUR,,,,,20000000,eur,,The 30 % purchase subsidy is applicable to the purchase of the first 20 cars of a private company. Maximum amount of support for the purchase of up to 20 cars is 6000 euros per car. The 20% purchase subsidy is applicable to the purchase of any car on top of the 20th. Maximum amount of support for the purchase of any car on top of the 20th is 4000 euros per car.,https://kinoumeilektrika3.gov.gr/files/FEK-2024-Tefxos%20B-03076-03_06_2024.pdf?download=false,,3076_24,2020,August
GRC,2025,,,,grant,purchase grant,Kinoumai Ilektrikia 3,no,,companies,Electric vehicles,,,group,0,20,cars,,30,% vehicle cost,21,,cars,,20,% vehicle cost,,,,,,,yes,6000,EUR,,,,,20000000,eur,,The 30 % purchase subsidy is applicable to the purchase of the first 20 cars of a private company. Maximum amount of support for the purchase of up to 20 cars is 6000 euros per car. The 20% purchase subsidy is applicable to the purchase of any car on top of the 20th. Maximum amount of support for the purchase of any car on top of the 20th is 4000 euros per car.,https://kinoumeilektrika3.gov.gr/files/FEK-2024-Tefxos%20B-03076-03_06_2024.pdf?download=false,,3076_24,2023,November
GRC,2020,,,,grant,purchase grant,Kinoumai Ilektrikia,yes,Introduced,individuals,Electric vehicles,,,group,,30000,eur,vehicle price,20,% vehicle cost,,50000,eur,EUR vehicle price,15,% vehicle cost,,,,,,,yes,6000,EUR,,,,,13800000,eur,,Maximum amount of support is 6000 euros,https://kinoumeilektrika.gov.gr/filehelp/document-fek.pdf,,4904_20,2023,November
GRC,2021,,,,grant,purchase grant,Kinoumai Ilektrikia,yes,Ended,individuals,Electric vehicles,,,group,,30000,eur,vehicle price,20,% vehicle cost,,50000,eur,EUR vehicle price,15,% vehicle cost,,,,,,,yes,6000,EUR,,,,,13800000,eur,,Maximum amount of support is 6000 euros,https://kinoumeilektrika.gov.gr/filehelp/document-fek.pdf,,4904_20,2024,June
GRC,2020,,,,grant,purchase grant,Kinoumai Ilektrikia,yes,Introduced,companies,Electric vehicles,,,group,,,,,15,% vehicle cost,,,,,,,,,,,,,yes,5500,EUR,,,,,17000000,eur,,Maximum amount of support is 5500 euros.,https://kinoumeilektrika.gov.gr/filehelp/document-fek.pdf,,4904_20,2024,June
GRC,2021,,,,grant,purchase grant,Kinoumai Ilektrikia,yes,Ended,companies,Electric vehicles,,,group,,,,,15,% vehicle cost,,,,,,,,,,,,,yes,5500,EUR,,,,,17000000,eur,,Maximum amount of support is 5500 euros.,https://kinoumeilektrika.gov.gr/filehelp/document-fek.pdf,,4904_20,2020,August
GRC,2023,,,,grant,purchase grant,Kinoumai Ilektrikia 2,yes,"re-introduced, amount of support and government budget allocated to the scheme adjusted",individuals,Electric vehicles,,,,,,,,30,% vehicle cost,,,,,,,,,,,,,yes,8000,EUR,,,,,30000000,eur,,Maximum amount of support is 8000 euros,https://kinoumeilektrika2.gov.gr/files/Tropopoihsh-FEK-2023-%CE%9A%CE%A5%CE%91.pdf?download=false,,6700_23,2020,August
GRC,2024,,,,grant,purchase grant,Kinoumai Ilektrikia 3,yes,Amount of support and government budget allocated to the scheme adjusted,individuals,Electric vehicles,,,,,,,,30,% vehicle cost,,,,,,,,,,,,,yes,9000,EUR,,,,,13000000,eur,,Maximum amount of support is 9000 euros,https://kinoumeilektrika3.gov.gr/files/FEK-2024-Tefxos%20B-03076-03_06_2024.pdf?download=false,,3076_24,2023,November
GRC,2025,,,,grant,purchase grant,Kinoumai Ilektrikia 3,no,,individuals,Electric vehicles,,,,,,,,30,% vehicle cost,,,,,,,,,,,,,yes,9000,EUR,,,,,13000000,eur,,Maximum amount of support is 9000 euros,https://kinoumeilektrika3.gov.gr/files/FEK-2024-Tefxos%20B-03076-03_06_2024.pdf?download=false,,3076_24,2024,June
GRC,2020,,,,grant,purchase grant,Kinoumai Ilektrikia,yes,Introduced,individuals,Charging infrastructure,EV purchase,,all,,,,,500,EUR,,,,,,,,,,,,,,,,,,,,13800000,EUR,,500 euros lump sum subsidy on charging station installment if also purchasing an EV,https://kinoumeilektrika.gov.gr/filehelp/document-fek.pdf,,4904_20,2024,June
GRC,2021,,,,grant,purchase grant,Kinoumai Ilektrikia,yes,Ended,individuals,Charging infrastructure,EV purchase,,all,,,,,500,EUR,,,,,,,,,,,,,,,,,,,,13800000,EUR,,500 euros lump sum subsidy on charging station installment if also purchasing an EV,https://kinoumeilektrika.gov.gr/filehelp/document-fek.pdf,,4904_20,2020,August
GRC,2023,,,,grant,purchase grant,Kinoumai Ilektrikia 2,yes,Introduced,companies,Charging infrastructure,EV purchase,,all,,,,,400,EUR,,,,,,,,,,,,,,,,,,,,35000000,EUR,,500 euros lump sum subsidy on charging station installment if also purchasing an EV,https://kinoumeilektrika2.gov.gr/files/Tropopoihsh-FEK-2023-%CE%9A%CE%A5%CE%91.pdf?download=false,,6700_23,2020,August
GRC,2023,,,,grant,purchase grant,Kinoumai Ilektrikia 2,yes,"re-introduced, amount of government budget allocated to the scheme adjusted",individuals,Charging infrastructure,EV purchase,,all,,,,,500,EUR,,,,,,,,,,,,,,,,,,,,30000000,EUR,,500 euros lump sum subsidy on charging station installment if also purchasing an EV,https://kinoumeilektrika2.gov.gr/files/Tropopoihsh-FEK-2023-%CE%9A%CE%A5%CE%91.pdf?download=false,,6700_23,2023,November
GRC,2024,,,,grant,purchase grant,Kinoumai Ilektrikia 3,yes,Amount of government budget allocated to the scheme adjusted,companies,Charging infrastructure,EV purchase,,all,,,,,400,EUR,,,,,,,,,,,,,,,,,,,,20000000,EUR,,500 euros lump sum subsidy on charging station installment if also purchasing an EV,https://kinoumeilektrika3.gov.gr/files/FEK-2024-Tefxos%20B-03076-03_06_2024.pdf?download=false,,3076_24,2024,June
GRC,2024,,,,grant,purchase grant,Kinoumai Ilektrikia 3,yes,Amount of government budget allocated to the scheme adjusted,individuals,Charging infrastructure,EV purchase,,all,,,,,500,EUR,,,,,,,,,,,,,,,,,,,,13000000,EUR,,500 euros lump sum subsidy on charging station installment if also purchasing an EV,https://kinoumeilektrika3.gov.gr/files/FEK-2024-Tefxos%20B-03076-03_06_2024.pdf?download=false,,3076_24,2024,June
GRC,2025,,,,grant,purchase grant,Kinoumai Ilektrikia 3,no,,companies,Charging infrastructure,EV purchase,,all,,,,,400,EUR,,,,,,,,,,,,,,,,,,,,20000000,EUR,,500 euros lump sum subsidy on charging station installment if also purchasing an EV,https://kinoumeilektrika3.gov.gr/files/FEK-2024-Tefxos%20B-03076-03_06_2024.pdf?download=false,,3076_24,2023,November
GRC,2025,,,,grant,purchase grant,Kinoumai Ilektrikia 3,no,,individuals,Charging infrastructure,EV purchase,,all,,,,,500,EUR,,,,,,,,,,,,,,,,,,,,13000000,EUR,,500 euros lump sum subsidy on charging station installment if also purchasing an EV,https://kinoumeilektrika3.gov.gr/files/FEK-2024-Tefxos%20B-03076-03_06_2024.pdf?download=false,,3076_24,2024,July
IRL,2022,July,,,grant,installation grant,Apartment Charging Grant,yes,Introduced,landlords,Charging infrastructure,,,all,,,,90% of installment cost and 600 eur per charging point,90,% installation cost,,,,,600,eur,,,,,,,,,,,,,,,,,"for: residents and owners of apartments and other multi-unit developments (Owners' management companies, housing bodies, local authorities, commercial and private landlords can apply). IF no existing EV charging system or network in car park = 80% funding for infrastructure costs AND €600 per charge point installed. different amounts of support for different entities, approved housing bodies/local authorities get 90%, Owner's mgmt 80%, build to rent 60%.",https://www.seai.ie/grants/electric-vehicle-grants/electric-vehicle-charging/apartment-charging-grant,,,2024,July
IRL,2023,,,,grant,installation grant,Apartment Charging Grant,no,,landlords,Charging infrastructure,,,all,,,,90% of installment cost and 600 eur per charging point,90,% installation cost,,,,,600,eur,,,,,,,,,,,,,,,,,"for: residents and owners of apartments and other multi-unit developments (Owners' management companies, housing bodies, local authorities, commercial and private landlords can apply). IF no existing EV charging system or network in car park = 80% funding for infrastructure costs AND €600 per charge point installed. different amounts of support for different entities, approved housing bodies/local authorities get 90%, Owner's mgmt 80%, build to rent 60%.",https://www.seai.ie/grants/electric-vehicle-grants/electric-vehicle-charging/apartment-charging-grant,,,2020,August
IRL,2024,,,,grant,installation grant,Apartment Charging Grant,no,,landlords,Charging infrastructure,,,all,,,,90% of installment cost and 600 eur per charging point,90,% installation cost,,,,,600,eur,,,,,,,,,,,,,,,,,"for: residents and owners of apartments and other multi-unit developments (Owners' management companies, housing bodies, local authorities, commercial and private landlords can apply). IF no existing EV charging system or network in car park = 80% funding for infrastructure costs AND €600 per charge point installed. different amounts of support for different entities, approved housing bodies/local authorities get 90%, Owner's mgmt 80%, build to rent 60%.",https://www.seai.ie/grants/electric-vehicle-grants/electric-vehicle-charging/apartment-charging-grant,,,2020,August
IRL,2025,,,,grant,installation grant,Apartment Charging Grant,no,,landlords,Charging infrastructure,,,all,,,,90% of installment cost and 600 eur per charging point,90,% installation cost,,,,,600,eur,,,,,,,,,,,,,,,,,"for: residents and owners of apartments and other multi-unit developments (Owners' management companies, housing bodies, local authorities, commercial and private landlords can apply). IF no existing EV charging system or network in car park = 80% funding for infrastructure costs AND €600 per charge point installed. different amounts of support for different entities, approved housing bodies/local authorities get 90%, Owner's mgmt 80%, build to rent 60%.",https://www.seai.ie/grants/electric-vehicle-grants/electric-vehicle-charging/apartment-charging-grant,,,2023,November
IRL,2019,September,,,grant,installation grant,Electric Vehicle Public Charge Point Grant,yes,Introduced,city/local government,Charging infrastructure,,,,,,,up to 5k for local authorities per public charge point,5000,EUR,,,,,,,,,,,,,,,,,,,,,,,"""the current EV Public Charge Point Grant will be retired and a new suite of supports for local authorities will be introduced"" In 2022 transit policy - ""Residential Neighbourhood Charging Scheme"" to be introduced. Unclear when it actually ended, putting 2022 as end date",https://www.gov.ie/pdf/?file=https://assets.gov.ie/245072/25e5d45b-fca1-48b6-ae94-bd9ff8595759.pdf#page=null,,,2024,June
IRL,2020,,,,grant,installation grant,Electric Vehicle Public Charge Point Grant,no,,city/local government,Charging infrastructure,,,,,,,up to 5k for local authorities per public charge point,5000,EUR,,,,,,,,,,,,,,,,,,,,,,,"""the current EV Public Charge Point Grant will be retired and a new suite of supports for local authorities will be introduced"" In 2022 transit policy - ""Residential Neighbourhood Charging Scheme"" to be introduced. Unclear when it actually ended, putting 2022 as end date",https://www.gov.ie/pdf/?file=https://assets.gov.ie/245072/25e5d45b-fca1-48b6-ae94-bd9ff8595759.pdf#page=null,,,2024,June
IRL,2021,,,,grant,installation grant,Electric Vehicle Public Charge Point Grant,no,,city/local government,Charging infrastructure,,,,,,,up to 5k for local authorities per public charge point,5000,EUR,,,,,,,,,,,,,,,,,,,,,,,"""the current EV Public Charge Point Grant will be retired and a new suite of supports for local authorities will be introduced"" In 2022 transit policy - ""Residential Neighbourhood Charging Scheme"" to be introduced. Unclear when it actually ended, putting 2022 as end date",https://www.gov.ie/pdf/?file=https://assets.gov.ie/245072/25e5d45b-fca1-48b6-ae94-bd9ff8595759.pdf#page=null,,,,
IRL,2022,September,,,grant,installation grant,Electric Vehicle Public Charge Point Grant,yes,Ended,city/local government,Charging infrastructure,,,,,,,up to 5k for local authorities per public charge point,5000,EUR,,,,,,,,,,,,,,,,,,,,,,,"""the current EV Public Charge Point Grant will be retired and a new suite of supports for local authorities will be introduced"" In 2022 transit policy - ""Residential Neighbourhood Charging Scheme"" to be introduced. Unclear when it actually ended, putting 2022 as end date",https://www.gov.ie/pdf/?file=https://assets.gov.ie/245072/25e5d45b-fca1-48b6-ae94-bd9ff8595759.pdf#page=null,,,2020,July
IRL,2020,July,,,grant,purchase grant,Sustainable Energy Authority of Ireland (SEAI) Grant Scheme,yes,Conditions changed,individuals,Plug-in Hybrid Vehicles,vehicle purchase,,all,,20000,eur,"Qualifying vehicles with a list price of between €14,000 euro and €20,000 receive grants between €2,000 and €4,500. Those with a list price above €20,000 receive a grant of €5,000. Both BEVs and PHEVs qualify for the scheme.",5000,EUR,50,,km,full-electric range,,,,50,gCO2/km,,,,,,,,,,,,,,"continuation of the previous grant with different conditions, including range/emissions",https://www.acea.auto/files/Electric_vehicles-Tax_benefits_purchase_incentives_European_Union_2020.pdf,,,2020,July
IRL,2021,July,,,grant,purchase grant,Sustainable Energy Authority of Ireland (SEAI) Grant Scheme,yes,"Support level reduced, conditions changed, support phase-out announced",individuals,Plug-in Hybrid Vehicles,vehicle purchase,,all,,50,gCO2/km,,2500,EUR,50,,km,full-electric range,,,,60000,EUR vehicle price,,,,,,,,,,,,,,beginning to phase out PHEV subsidies as EV is now priority,http://web.archive.org/web/20211228215347/https://www.seai.ie/grants/electric-vehicle-grants/grant-amounts,,,2020,July
IRL,2011,January,,,grant,purchase grant,Sustainable Energy Authority of Ireland (SEAI) Grant Scheme,yes,Introduced,individuals,Electric vehicles,vehicle purchase,,,,20000,eur,"Qualifying vehicles with a list price of between €14,000 euro and €20,000 receive grants between €2,000 and €4,500. Those with a list price above €20,000 receive a grant of €5,000. Both BEVs and PHEVs qualify for the scheme.",5000,EUR,,,,,,,,,,,,,,,,,,,,,,,"note - according to this source it was introduced in 2011, wasn't used as much, but by 2017 or so was popular",https://assets.gov.ie/25107/eb5a541e3b614c94a3e47c8d068e72c9.pdf,,,2020,July
IRL,2011,January,,,grant,purchase grant,Sustainable Energy Authority of Ireland (SEAI) Grant Scheme,yes,Introduced,,Plug-in Hybrid Vehicles,vehicle purchase,,,,20000,eur,"Qualifying vehicles with a list price of between €14,000 euro and €20,000 receive grants between €2,000 and €4,500. Those with a list price above €20,000 receive a grant of €5,000. Both BEVs and PHEVs qualify for the scheme.",5000,EUR,,,,,,,,,,,,,,,,,,,,,,,"note - according to this source it was introduced in 2011, wasn't used as much, but by 2017 or so was popular",https://assets.gov.ie/25107/eb5a541e3b614c94a3e47c8d068e72c9.pdf,,,2020,July
IRL,2012,,,,grant,purchase grant,Sustainable Energy Authority of Ireland (SEAI) Grant Scheme,no,,individuals,Electric vehicles,vehicle purchase,,,,20000,eur,"Qualifying vehicles with a list price of between €14,000 euro and €20,000 receive grants between €2,000 and €4,500. Those with a list price above €20,000 receive a grant of €5,000. Both BEVs and PHEVs qualify for the scheme.",5000,EUR,,,,,,,,,,,,,,,,,,,,,,,"note - according to this source it was introduced in 2011, wasn't used as much, but by 2017 or so was popular",https://assets.gov.ie/25107/eb5a541e3b614c94a3e47c8d068e72c9.pdf,,,2020,July
IRL,2012,,,,grant,purchase grant,Sustainable Energy Authority of Ireland (SEAI) Grant Scheme,no,,,Plug-in Hybrid Vehicles,vehicle purchase,,,,20000,eur,"Qualifying vehicles with a list price of between €14,000 euro and €20,000 receive grants between €2,000 and €4,500. Those with a list price above €20,000 receive a grant of €5,000. Both BEVs and PHEVs qualify for the scheme.",5000,EUR,,,,,,,,,,,,,,,,,,,,,,,"note - according to this source it was introduced in 2011, wasn't used as much, but by 2017 or so was popular",https://assets.gov.ie/25107/eb5a541e3b614c94a3e47c8d068e72c9.pdf,,,,
IRL,2013,,,,grant,purchase grant,Sustainable Energy Authority of Ireland (SEAI) Grant Scheme,no,,individuals,Electric vehicles,vehicle purchase,,,,20000,eur,"Qualifying vehicles with a list price of between €14,000 euro and €20,000 receive grants between €2,000 and €4,500. Those with a list price above €20,000 receive a grant of €5,000. Both BEVs and PHEVs qualify for the scheme.",5000,EUR,,,,,,,,,,,,,,,,,,,,,,,"note - according to this source it was introduced in 2011, wasn't used as much, but by 2017 or so was popular",https://assets.gov.ie/25107/eb5a541e3b614c94a3e47c8d068e72c9.pdf,,,,
IRL,2013,,,,grant,purchase grant,Sustainable Energy Authority of Ireland (SEAI) Grant Scheme,no,,,Plug-in Hybrid Vehicles,vehicle purchase,,,,20000,eur,"Qualifying vehicles with a list price of between €14,000 euro and €20,000 receive grants between €2,000 and €4,500. Those with a list price above €20,000 receive a grant of €5,000. Both BEVs and PHEVs qualify for the scheme.",5000,EUR,,,,,,,,,,,,,,,,,,,,,,,"note - according to this source it was introduced in 2011, wasn't used as much, but by 2017 or so was popular",https://assets.gov.ie/25107/eb5a541e3b614c94a3e47c8d068e72c9.pdf,,,,
IRL,2014,,,,grant,purchase grant,Sustainable Energy Authority of Ireland (SEAI) Grant Scheme,no,,individuals,Electric vehicles,vehicle purchase,,,,20000,eur,"Qualifying vehicles with a list price of between €14,000 euro and €20,000 receive grants between €2,000 and €4,500. Those with a list price above €20,000 receive a grant of €5,000. Both BEVs and PHEVs qualify for the scheme.",5000,EUR,,,,,,,,,,,,,,,,,,,,,,,"note - according to this source it was introduced in 2011, wasn't used as much, but by 2017 or so was popular",https://assets.gov.ie/25107/eb5a541e3b614c94a3e47c8d068e72c9.pdf,,,,
IRL,2014,,,,grant,purchase grant,Sustainable Energy Authority of Ireland (SEAI) Grant Scheme,no,,,Plug-in Hybrid Vehicles,vehicle purchase,,,,20000,eur,"Qualifying vehicles with a list price of between €14,000 euro and €20,000 receive grants between €2,000 and €4,500. Those with a list price above €20,000 receive a grant of €5,000. Both BEVs and PHEVs qualify for the scheme.",5000,EUR,,,,,,,,,,,,,,,,,,,,,,,"note - according to this source it was introduced in 2011, wasn't used as much, but by 2017 or so was popular",https://assets.gov.ie/25107/eb5a541e3b614c94a3e47c8d068e72c9.pdf,,,2010,October
